sid,time,lat,lon,umax,press,u24_past,mov_angle,mov_speed,u_st,v_st,ws_200,owz_500,owz_850,rh_700,rh_925,sph_925
1980126N08150,1980-05-16 06:00:00,20.0,123.29999,24.6912,977.0,0.0,0.7539753913879395,5.087477684020996,1.7730836134690504,-2.0576846782977762,3.0083167552948,47.09254455566406,166.25003051757812,62.00001525878906,84.00001525878906,0.015170002356171608
1980126N08150,1980-05-16 12:00:00,20.1,124.0,29.835201,977.0,5.144001007080078,1.569596290588379,6.961393356323242,2.038467994103065,3.7577039278470554,7.499998569488525,79.6801528930664,143.8101043701172,83.00001525878906,90.00001525878906,0.017070002853870392
1980126N08150,1980-05-16 18:00:00,20.2,124.5,29.835201,977.0,5.144001007080078,1.2287096977233887,5.538506031036377,3.338468698354868,3.3000077467698317,6.609843730926514,77.9124526977539,164.78245544433594,81.00001525878906,99.00001525878906,0.01689000241458416
1980126N08150,1980-05-17 00:00:00,20.5,125.5,29.835201,974.0,0.0,1.165910243988037,9.442919731140137,3.196161123422476,0.4384730412409856,6.338771820068359,49.2900390625,89.64999389648438,76.00001525878906,93.00001525878906,0.01648000068962574
1980126N08150,1980-05-17 06:00:00,21.0,126.29999,29.835201,977.0,0.0,0.950049877166748,6.380672931671143,5.2653937706580525,5.253854604867788,11.610776901245117,62.93993377685547,61.42240905761719,82.00001525878906,81.00001525878906,0.014360001310706139
1980126N08150,1980-05-17 12:00:00,21.2,126.5,29.835201,977.0,0.0,0.7502784729003906,2.534231424331665,2.0192401592548075,3.450007512019231,10.800466537475586,101.16249084472656,57.7601318359375,81.00001525878906,74.00001525878906,0.013540001586079597
1980126N08150,1980-05-17 18:00:00,21.2,127.20001,24.6912,980.0,-5.144001007080078,1.569532871246338,6.911732196807861,5.28462395301232,2.6115458561823917,16.01249885559082,93.0100326538086,67.65001678466797,77.00001525878906,96.00001525878906,0.01568000204861164
1980126N08150,1980-05-18 00:00:00,21.0,127.5,24.6912,985.0,-5.144001007080078,2.3903441429138184,2.5350255966186523,5.7115478515625,1.234627943772536,13.984631538391113,68.73992156982422,31.382614135742188,65.00001525878906,84.00001525878906,0.014260001480579376
1980126N08150,1980-05-18 06:00:00,20.5,127.600006,19.5472,985.0,-5.144001007080078,3.141592502593994,5.559731960296631,5.169241685133714,0.37308502197265625,15.435354232788086,69.659912109375,38.822566986083984,67.00001525878906,80.00001525878906,0.014010000973939896
1980126N08150,1980-05-18 12:00:00,20.1,127.399994,19.5472,990.0,-5.144001007080078,3.8959147930145264,5.0832600593566895,4.042316143329327,-1.6076801006610577,12.310161590576172,30.47002410888672,51.549827575683594,67.00001525878906,83.00001525878906,0.014350000768899918
1980133N07149,1980-05-13 06:00:00,7.3,144.29999,19.5472,998.0,0.0,5.179450035095215,4.117709636688232,-3.3653763991135817,-0.12691439115084135,20.537282943725586,29.302444458007812,142.5422821044922,67.00001525878906,92.00001525878906,0.01640000194311142
1980133N07149,1980-05-13 12:00:00,7.5,143.9,19.5472,994.0,0.0,5.179634094238281,4.116227626800537,-3.2615286020132213,0.7500099769005408,16.263145446777344,79.08255004882812,124.22247314453125,69.00001525878906,89.00001525878906,0.015770001336932182
1980133N07149,1980-05-13 18:00:00,7.8,143.6,19.5472,994.0,0.0,5.823237419128418,4.136598110198975,-4.47691638653095,-1.4653748732346754,13.729530334472656,136.82261657714844,209.61009216308594,71.00001525878906,79.00001525878906,0.013330001384019852
1980133N07149,1980-05-14 00:00:00,8.1,143.20001,24.6912,992.0,5.144001007080078,5.180273056030273,4.111058235168457,-2.357684795673077,-0.10383899395282452,19.51333236694336,223.08279418945312,261.8024597167969,70.00001525878906,88.00001525878906,0.015310000628232956
1980133N07149,1980-05-14 06:00:00,8.4,142.79999,24.6912,990.0,5.144001007080078,5.180534362792969,4.109079360961914,-0.6769115741436298,1.5577016977163463,19.460975646972656,227.0025634765625,206.40003967285156,77.00001525878906,90.00001525878906,0.015850001946091652
1980133N07149,1980-05-14 12:00:00,8.7,142.5,24.6912,985.0,0.0,5.824146270751953,4.134759426116943,2.6653929490309496,2.0461637056790867,16.57588005065918,225.41006469726562,161.15985107421875,80.00001525878906,89.00001525878906,0.015870001167058945
1980133N07149,1980-05-14 18:00:00,9.1,142.20001,29.835201,975.0,5.144001007080078,5.824742794036865,4.133651256561279,-3.584605877216046,2.5730860783503604,10.423545837402344,172.68238830566406,126.16240692138672,94.00001525878906,95.00001525878906,0.015720002353191376
1980133N07149,1980-05-15 00:00:00,9.5,142.1,29.835201,975.0,5.144001007080078,0.0,3.706494092941284,-1.2922991239107573,4.5269294151893025,10.568346977233887,232.67991638183594,189.57029724121094,95.00001525878906,94.00001525878906,0.01655000075697899
1980133N07149,1980-05-15 06:00:00,10.4,142.1,34.979202,968.0,5.144001007080078,0.0,9.266243934631348,0.9769304715670072,5.126931410569411,11.183014869689941,230.19004821777344,118.8625259399414,93.00001525878906,89.00001525878906,0.015970000997185707
1980133N07149,1980-05-15 12:00:00,11.1,141.79999,39.6088,955.0,9.773597717285156,5.703927516937256,6.644909381866455,1.3923146174504206,7.4230816180889425,7.736918926239014,195.66265869140625,135.11239624023438,93.00001525878906,83.00001525878906,0.015940001234412193
1980133N07149,1980-05-15 18:00:00,11.6,141.79999,49.8968,934.0,14.917598724365234,0.0,3.7065114974975586,-3.8884547306941104,7.865395766038161,11.887812614440918,154.11001586914062,137.44017028808594,100.00001525878906,97.00001525878906,0.01655000075697899
1980133N07149,1980-05-16 00:00:00,12.0,141.5,49.8968,933.0,10.288002014160156,5.509005546569824,5.185909748077393,-1.261532710148738,8.515396118164062,9.794390678405762,139.8101348876953,110.87008666992188,91.00001525878906,84.00001525878906,0.01526000164449215
1980133N07149,1980-05-16 06:00:00,12.3,141.20001,49.8968,940.0,0.0,5.509589672088623,2.5909199714660645,1.2230881911057692,0.826931880070613,13.805802345275879,315.8599853515625,330.3998718261719,100.00001525878906,100.00001525878906,0.016030002385377884
1980133N07149,1980-05-16 12:00:00,12.7,141.29999,49.8968,940.0,0.0,0.45370054244995117,4.124026298522949,-1.030758784367488,8.62308619572566,11.761378288269043,153.62265014648438,111.6624526977539,86.00001525878906,92.00001525878906,0.01590000092983246
1980133N07149,1980-05-16 18:00:00,12.9,141.5,49.8968,935.0,0.0,0.7725667953491211,2.5883476734161377,-0.7038368811974158,10.065394474909855,9.552486419677734,117.38245391845703,167.46261596679688,87.00001525878906,100.00001525878906,0.016130002215504646
